tweet_text,actual_sentiment,predicted_sentiment
usairways joyadventuremom breastfeeding momma watching story country better work faster response,0,0
united long character,0,0
united think actually like screen campilley,0,0
united flight delayed another hour min transit lax extremely unlikely make,0,0
americanair think good c get everyone gate flight wait bc plane ready,0,0
jetblue wish best luck im enjoying luxurious free amount leg space rn thanks,2,2
jetblue agent told u tsa didnt crew get bag,0,0
americanair flight get cancelled flightled waiting rep rebook wondering issue getting,0,0
usairways hour hour four hour like joke,0,0
americanair waited hold two hour call really unreliable,0,0
jetblue flight attendant angel awesome kudos,2,2
united first seat open ua upgrade processed gate agent yyz said busy cool,0,0
southwestair luckily people working bso chicago midway attentive found bag punta cana,2,0
virginamerica normal receive reply central baggage baggageissues smh,0,0
usairways app bad feel bad,0,0
united ua madrid arrived agent mass confusion sent fro ua employee maryjo rude unhelpful,0,0
southwestair fortunemagazine friendliest employee,2,2
united lost voucher given miami aeroport jan use,1,0
southwestair hello hold extremely long time confirmation amp cant get boarding pas tried numerous time,0,0
united took hour half though,0,0
usairways pregnant lady hoping amppraying hubby flight bwi get ground id like get baby,1,0
southwestair cxed almost entire east coast flight plane taking traveling fine need get nev asap,0,0
usairways every time call im hold min get disconnected way someone help,0,0
united well someone tell employee denver baggage claim still bag,0,0
southwestair imaginedragons pick someone destination dragon,1,1
americanair thats extra hour travel time missed vacation time guy messing professional life,0,0
southwestair redeempoints package magically gone time finally got felt like baitandswitch,0,0
southwestair date fly go past august,1,1
americanair second pic cdg,1,1
united never held plane hourdelay multipledooropeningandclosing dangerofgettingsnowedin,0,0
usairways americanair maam door close min prior departure min laughter agent,0,0
americanair misplaced bag hr ago cant tell ive lost stuff americanairlines unamericanairlines,0,0
united hi update,1,1
southwestair clinicpolly thank may already responded uxzj,1,2
americanair worst air experience ever first plane yet,0,0
southwestair wife hold minutesi get weather bad insane customerservice customerloyalty,0,0
united thanks finally made missed meeting,0,2
americanair cancelled flighted flight tomorrow morning number nothing please want go home,0,0
southwestair flight fort lauderdale bwi cancelled flight flight flight trip id,1,1
southwestair airline flying bna today,0,0
southwestair doesnt mean tsa precheck show mobile boarding pas ktn linked account,0,0
jetblue thanks,2,2
southwestair landed phl row window cover nsw could use luv,0,0
usairways work hard making sure thing flow smoothly keeping positive,2,0
usairways chairman preferred lifetime mile u air reward firstclass upgrade americanair usual,0,0
usairways family longer get early boarding young kid american new parent give u,0,0
united jh thanks much reaching able get assistance waiting minute,0,0
usairways ive hold one hour four minute reservation line possibly business way,0,0
united got email cust care issue offering voucher claim emailed back got reply dm,1,0
virginamerica thanks guy sweet route rockies airplanemodewason,2,2
jetblue flt delayed,1,0
usairways priv chat help chairman reroute,1,0
jetblue thanks making effort credit credit due flight delayed hour instead hour fwiw loweredexpectations,0,0
southwestair need train employee lease somewhat empathetic lose luggage monika mwa need pr lesson,0,0
jetblue update anything know issue front wheel locked,0,0
southwestair way dm,1,1
virginamerica dream,1,1
united think boarded flight au early think,0,0
americanair flight vcp jfk delayed cancelled flighted,0,0
americanair flight cancelled flightled called said theyd call back hung saying wait hr,0,0
americanair thanks two hour go inflight hotel hang dfw travel delay aa team,0,0
usairways going manchester uk im going miss wedding going rebook chosen cancelled flight flight,0,0
united united flight ua two delay cancelled flightled explanation amp flight norfolk arent booked renting car,0,0
americanair trying desperately rebook mom flight waited hour callback got disconnected didnt call back help,0,0
southwestair little surprised early bird got b den kc worst ive whats,0,0
united monday evening,0,1
americanair system always hang,0,0
americanair daipresident good luck dfw evening aa,2,1
usairways website give correct info said bag miami key west entire timei got run around day,0,0
americanair mad love nyc,2,2
jetblue gary serving u fll airport counter really true blue make feel home even jetblue flight delayedl,2,0
southwestair fortunemagazine love sw forever,2,2
southwestair please expedite missing bag claim thanks,1,0
southwestair rerouted snowy bwi trying figure get dealing baggage trouble,0,0
usairways need apology unfortunate situation date ive landed suppose land,0,0
virginamerica need register service dog first class ticket sfo gt dulles phone queue hour longer pls advise,0,0
virginamerica start xweekly flight dallas dallaslovefield austin apr avgeek,1,1
jetblue worry time flew terminal taking thanks,2,2
usairways yes lost whole day frustrating poor customer service,0,0
americanair thanks responding,2,2
southwestair left something plane landing midway last night responsible adult got number call ty,1,0
united appropriate ask public hence dm united employee new answer process hassle cancelled flighted,0,0
americanair hi aa placed itin hold expire logged acctits gone seat hasnt released inv help,0,0
united give belfast hug new unmissable bushug format impact busads thinkbus belfastairport,1,1
southwestair could tell upgrade available flight stl tomorrow morning,1,1
usairways another bad experience today frozen pipe missing connection,0,0
usairways dm possible arent following,1,1
united like hearing havent replied tweet andor email yet,0,0
usairways almost hour coin understand higher call volume unacceptable,0,0
albertbreer know complain rt usairways reminder well tweeting americanair,1,1
americanair key point confusion whether make change even though initial flight booking problem u airway metal,1,1
usairways thank tried said didnt anywhere else try,2,0
united followed dmd,1,1
usairways plane ground longer air u,0,0
southwestair one bag didnt make destination claim ticket way help status location,0,0
united time give k status switch delta terrible cant even describe,0,0
usairways nothing usair cc point email stated would charged thanks reply,1,0
united much ski bag cost check bag contains pair ski one pair pole,1,0
united trying break world record delayed flight year,0,0
jetblue please come indianapolis,2,1
united whats hold flight slc den,0,0
usairways look like lost another customer stranded cgqueen clt vow never fly smoothtransition,0,0
virginamerica moved seat notice better seat cabin select behind row selected disappointed,0,0
southwestair wife trying get group client destination got disconnected hour holding help,0,0
jetblue trading customer experience short term sad previous loyal customer,0,0
jetblue crew gate,0,2
united thank wasting time amp money arrive hour late flight destination,0,0
southwestair hooking u getting u tampa flight cancelled flightled morning grateful businesstrip,0,0
americanair next exactly,1,1
southwestair oh gosh seriously made day week year one appreciate,2,2
jetblue basically stole glass cant drive see class theyre answering phone call thanksjetblue,0,0
united hoursat point let people plane foxnews cnn msnbc,0,0
united idea u dont want u frustrated dont cancelled flight flight crew overflowed toilet get plumber,0,0
usairways great called fucking phone number hung,0,0
united even multiplier ticket price still never equal amount mile travel even transatlantic flight,1,0
jetblue deleted tweet one wonderful employee swooped helpfaith restored one good one,2,2
usairways easily ridiculous experience trying spend money company,0,0
united day travel swag ijustwanttosleep,1,0
southwestair finally thx,2,2
jetblue would go italy visit relative see house dad left passed,1,1
united never heard,0,0
united speaking flight skateboard allowed carry bagage right extra payment needed,1,1
united made upgrade list fly st tomorrow min first time ever statusmatchpaidoff,2,0
americanair phone call hr sent back amp forth two line terminal skycap find solution,0,0
southwestair weather keep slowing u fault st time southwest flight mine late flight cant complain,2,0
usairways sure dmed,1,1
united need get home th theyre telling itll th night compensation anything done,0,0
united log view reservation try view specific reservation amp take back login page,0,0
united great thank,2,2
united chance allowing reflight booking problem yet travel denver weekend due impending storm,1,0
southwestair great job passbook integration itll really help streamline commute san fran,2,2
united departed awaiting inbound plane yesterday three hour never arrived stay overnight,0,0
americanair nice would helpful flight attendant instead rude nasty one employ whyareyouyelling,0,0
usairways last night charlotte nc im seriously debating never flying minute tarmac connection leaf,0,0
jetblue thanks use extra time shopping somebody say duty free,2,0
united mr shes way thought id detail extravaganza dobetter please,0,1
jetblue got thanks quick reply,2,2
usairways im glad youre sorry im homeless night make feel secure,0,0
united definitely,1,2
united people would catch flight attendant help,0,0
americanair father loved working well panam,2,0
americanair onei booked different one past day,0,0
jetblue airway stock rating lowered vetr inc jblu dakota financial news,1,1
united nope im ua supposed leave still gate apparently pull back deice,0,0
americanair check dm please,1,1
usairways hope last spoke baggage team werent sure city bag,0,0
jetblue thank new big fan,2,2
virginamerica crap channel pay watch uk tv,0,0
united worst airline world crap website worthless app late flight flight suck shut,0,0
southwestair one use companion pas w point flight booking problem cash fare thx,1,1
united sitting plane unreal day nightmare end,0,0
jetblue ferrissalameh love jetblues speedy twitter customer service,2,2
united rebooked take bus portland maine boston told united cover charge,0,0
usairways cancelled flightled original flight aruba way home told dont seat never flying usairways,0,0
americanair issue lack consideration announcement made late flight gate agent hour,0,0
usairways worst flying experience life flight scheduled departure pm phl hr late flightr guess,0,0
united completed form doubt use ua doesnt care day vacation sure ua wont feel responsibility,0,0
united go back home use company available unfair stay h traveling,0,0
jetblue kid fly dont hire people dont care guy jetblue,0,0
united battierccipuppy puppy cute look forward board thanks high five ey,2,2
jetblue dont know u define controllableirregularity,1,0
usairways many agent working handle thousand call,0,0
usairways yes every one every flight like need velcro something,0,0
americanair rebooked didnt get notified cancelled flightled,0,0
americanair guess b airportcardio given cannot time flight,0,0
united made remove pound checked bag otherwise would charge loyal flier year time change,0,0
united patient agent explains booked new flight plane doesnt arrive,0,0
united horrific flight experience guy made never want fly airplane every,0,0
united nothing else gj customer service,0,0
southwestair tsa pre isnt showing boarding pass ive followed step please help,0,0
southwestair maybe machine,1,1
united great job losing one six bag direct flight dont know manage,0,0
jetblue im getting depends vibe fair enough,1,0
americanair upset cannot select seat tuesday flight online phone terrible customer service please help,0,0
americanair mechanical issue evidence point idea il cll fault weather,0,0
united im checked agent wouldnt tag bag im standing line hell,0,0
americanair delta virginatlantic need vacation ice,1,0
usairways ok thanks,1,2
virginamerica weather delay gt next week jfk bos dca,1,0
southwestair companion pas please,1,1
usairways sitting tarmac waiting deplane minute level service ive come expect,0,0
americanair nice aa employee making skillful excuse late flightness due catering snafu,0,0
americanair dont worry ill sending letter expect compensation fly twice week wyou guysfor,0,0
malhoit least got response americanair via twitter went yesterday,0,0
usairways hi dividend mile account accidentally listed newly married name opposed legal name trying book,1,1
southwestair thank ah still wish someone picked phone hr dead phone taking tweet refund confirmation,0,0
usairways tried call customer service line kept que min please hold dont care,0,0
yessir rt americanair yourlocalnyer good morning rob showing flight sunny mexico pushed gate,1,1
usairways ive hold hour trying change flight come,0,0
united please give special thanks aaron tampa office helping literally two hour he amazing mission accomplished,2,2
usairways ok day trying book flight ur system still say due weathercall back late flightr outofbusiness,0,0
usairways even simple google search flight number tell gate wont difficult sure disappointed,0,0
usairways would nice offered flight credit especially since im staring empty overhead room,0,0
americanair day contact human apology letter americanair yucki read soon,0,0
jetblue ok thats super helpful thank ill reach question,2,2
jetblue okie doke knowing fix,2,0
united im another country please cancelled flight reservation ive booked swiss air,1,0
americanair going since cant take option gave type refund,0,0
americanair flight,1,1
jetblue professorpaul always happy help,2,2
americanair bad weather happens lack preparation inexcusable depending good weather good business model,0,0
united switched fly united delta past two trip disappointed ua delayed hour,0,0
jetblue tried theyre helpful terrible customer service airport least,0,0
united re fsqthg thanks,1,2
americanair forgot select ksml flight la minute hour mark way change,1,0
virginamerica love team running gate e la tonight waited delayed flight kept thing entertaining,2,2
jetblue didnt work flyfi plus couldnt access abc app spent still missed oscar disappointed,0,0
southwestair luggage still found luggage scanned final destination way knowing,0,0
americanair might urgent really,0,0
southwestair flight nashville cancelled flightled another flight ive trying call amp cannot get human,0,0
usairways customer service clt terrible flight delayed jfk hour get clt horrid customer service,0,0
usairways empty first class seat flight check wouldnt automatically upgraded,1,1
southwestair really shouldnt offer sweep link isnt going work b,0,0
united guy suck delay flight cant hold connector minute worstairlineever,0,0
americanair hi discount award policy credit card holder change longer seeing chart special site thanks,1,1
jetblue better find way get puerto rico tomorrow morning besides charging u three time cash originally paid,0,0
usairways felt could better making email feel little less dont care automated,0,0
southwestair stuck sju several hour one answering really tough luv sw response bad,0,0
usairways absolutely staff amazing,2,2
jetblue happening flight fll sfo delay reroute,0,0
americanair worst customer service experience ever bad im lawyer enjoy wrath,0,0
united know probably way get cheaper airfare ticket flight leaving hour,1,1
virginamerica thanks outstanding nycjfk crew moved mountain get home san francisco tonight,2,2
jetblue plane stuck newburgh wont start weather relate flightd well passenger plane hr,0,0
americanair called hung,0,0
united yr team hold hour unhelpful pls answer question,0,0
americanair ive hold another hour still nothing cancelled flighted flight supposed six hour stranded,0,0
jetblue best airline world,2,2
americanair purchased main cabin xt faus flight cancelled flightled rescheduled regular seat credit,0,0
americanair flight cancelled flightled guy help,0,0
southwestair multiple attempt finally able submit late flight last night,0,0
usairways rebooked sucked big time crappy layover customer service subpar,0,0
united bag yet palm spring airport lax come beat bag,0,0
americanair platinum flying usair stranded clt answering phone rebook please help,0,0
jetblue boston,0,1
jetblue boston gate c,1,0
united efficient layout kiosksbag drop line would help definition space additional friendly helpful staff,0,0
united hour ago need work bag make hotel time need go elsewhere,0,0
americanair curious thanks response always good bad better competition,2,2
usairways never flying guy customer service awful,0,0
jetblue manager telling u write letter upset ticket leave tomorrow getting cancelled flightled without notice,0,0
jetblue thanks credit hr delay tell customer service mean lot thankful,2,0
southwestair beautiful thanks ton,2,2
jetblue wsj team offer inflight access journal digital journal,1,1
americanair also wait hour speak someone phone cant wait hour,0,0
united tonight got hotel hr traveling still reaching destination disappointed thanks,0,0
americanair ok noone help bag lost honeymoon month ago responsible professional,0,0
usairways delayed flight phil stt look like well miss car ferry john lodging help housing,0,0
virginamerica mean dont policy destroyed luggage,0,0
jetblue flight delayed gtgtgt,0,0
usairways already question still say progress askpaypal day,0,0
jetblue thank love anxious flyer,2,2
americanair thank contacting american email address written unmonitored account,1,1
usairways forget reservation thank great leadership company ive cancelled flighted flight thank,0,2
united yes terrible service courrier,0,0
united dont understand isnt flight paid premium getting cancelled flighted best next available flight,0,0
united really addressed somewhere website find completely irritating amp unable take flight,0,0
usairways hold two hour got hung oh god,0,0
americanair last hour customer service horrendous flown delta,0,0
usairways cancelled flighted flight told call rebook hold minute still waiting,0,0
southwestair twitter cust svc rule dont say fell short told u u u cant solve problem dont say anything,0,0
americanair flight ba departing tomorrow wednesday cancelled flightled anyone make airport weather,1,0
united friend sitting houston since flight cancelled flightedstill dont answer badcustomerservice voucherwhatajoke,0,0
usairways americanair get thru hold hour,0,0
usairways youve completely ruined pro athlete ability prepare race wont help get bike need dr,0,0
jetblue flight fll sfo speed line even though paid coffee flight non stop unscheduled stop,0,0
jetblue would go dallas see grand baby miss much feel like piece heart,1,0
usairways best follow please,2,2
jetblue guy know musician sensitive safety instrument flying good reason,0,2
virginamerica sfopdx schedule still mia,0,0
americanair bag yet located th time ive checked tracking bag hard system,0,0
americanair excellent love guy first class ill hug yall see shortly,2,2
united hi flight try book new one way flight departure show pm seems accurate,2,0
united terrible experience ua th st exit row economy zero legroom row booked return cant change,0,0
americanair stuck plane dallas thats supposed going okc there issue w plane idea much longer,0,0
jetblue tried calling multiple time wait finally connects get hung,0,0
united guy named otis ord know customerservice able get bag upgraded sure,2,0
jetblue well thankfully theyve got nice food court herewhen update posted,2,2
united hope corporate office ready deal rage created shitty service bullshit pilot unitedairlinessucks,0,0
americanair would awfully nice could send alert flight cancelled flighted text email love,0,0
united tried book flight iahmnl departing returning advertising flight cant book,0,0
southwestair fixing wifi rd flight working series plane like old plane,0,0
jetblue whole plane flight lga pbi,1,0
southwestair answered right away new re cant rebook people supposed leave today worst customer service,0,0
americanair seems like queue time high q waiting agent almost hourflight got cancelled flightled,0,0
united thanks weather understandable every single domestic flight delayed inbound intl flight crazy,0,0
usairways spoke phone time resolution im still waiting get money back price jacked,0,0
southwestair love southwest accept flight attendant many talent always flyswa,2,2
americanair waiting line hour san antonio barely moved amp two agent front amp least behind,0,0
americanair slept miami airport due mechanical issue given bonus mile try make right slapintheface,0,0
usairways given,0,0
americanair exactly ill flying aa dullesairport dallas airline trust,2,0
united link email offer u sent year buytransfer milesthe last expired,0,0
jetblue want helpful find u seat dont quote term condition jetbluefail,0,0
united ask lot customer routinely screw know right,0,0
virginamerica awaiting return phone call would prefer use online selfservice option,0,0
usairways trying talk dividend mile rep day holding hour day option,0,0
americanair flight dca need change asap help cant get,0,0
usairways keep calling help line keep saying busy help amp call back late flightr week,0,0
usairways keep missing updated connection need make jax friend wedding strandedattheairport,0,0
united thanks jt,2,2
united dont know aware premier access line closed terminal feel love,0,0
jetblue hmmm say im following got deiced still haning around runway clear,0,0
usairways help im falling one plane,0,0
united need assistance due incompetence need reschedule connection never fly united,0,0
southwestair thx customer service rep alex patient help reflight booking problem cancelled flighted flight getting u tmrw,2,0
united still suck dont understand two cust service agent long line houston international b gate unitedsucks,0,0
united help appreciated thats looong wait help something thats fault,0,0
united whats girl gotta get flight name change bought one mean ex boyfriend need girl trip stat,1,0
southwestair thanks opportunity,2,2
southwestair min hold finally hung ridiculous wait time assist cancelled flighting reservation,0,0
americanair snow st louis cold snow hub flight welcome,1,1
united thank flew newark vaileagle,2,2
americanair ticket office boston impossible book phone use voucher website headache please help,0,0
stop madness jetblue fleet fleek,0,1
peak caucasity rt jetblue fleet fleek,1,1
usairways ive hold minute terrible customer service messed reservation,0,0
americanair big surprise flight delayed hopefully hour like flight thanks sleepless night,0,0
usairways sat ramp min missed connection one seems concerned usairways,0,0
southwestair listening center open seating like plane ragandisney,2,1
southwestair broke stroller wife baby gate checked told problem calling list preferred line,0,0
americanair went check flight hr advance husband seated separately hr flight happen,0,0
jetblue guy really bad jetblue fail someone better call wife back get handled wait hold,0,0
americanair make small improvement retains program win keep crappy food change advantage lose,0,0
usairways flight going cancelled flightled every week might well business class,0,0
jetblue shes woman who lead working gate c,2,0
jetblue apparently,0,0
southwestair almost gate sf please wait second,0,0
united terribly disappointed confirmed reservation delayed cust service staff helpful finding alternate solution,0,0
jetblue late flight lost almost hour bay area weekend mention two hour unnecessary vacation time work flt,0,0
united lost bag process broken agent promised theyd call amp hold bag found theyre waking w delivery fail,0,0
virginamerica getaway deal may oneway lot cool city cheapflights farecompare,2,0
usairways hundred people line less half desk manned clt help,0,0
united flight far year delay including cancelled flightations late flightst reason crew needed mandatory sleep mexico,0,0
americanair sort live chat feature uk right call would cost u alot,1,0
united must people waiting line customer service den deal flight cancelled flightations,0,0
americanair late flight boarded exit row taken could gotten worse guy next shouldve bought seat miserablemorning,0,0
americanair appreciate update also appreciated pilot effort explain u accurate authoritative comms vital,2,2
usairways garywerk poor excuse towards front plane sandwich pay,0,0
americanair flying u air change cancelled flightations leading today big finale unacceptable,0,0
southwestair jh thank finally got second time,2,2
united least could offer ticket coach instead cancelled flighting reservation glitch notfair,0,0
southwestair flight delayed hour another week another delayed flight,0,0
usairways long reply,0,0
united also cant preselect seat sfogtyyz flight im canadian flight booking problem,0,0
jetblue glitch website flight booking problem travel amp checking nothing ur site amp airport communicated nightmare,0,0
united dont know flight detail bc need explore option im unable bc site wont let meseems ongoing,0,0
jetblue hung get name took accountability keeping hold min next rep able track name,0,0
virginamerica flight way supposed take minute ago website still show time flight thanks,1,0
usairways hi guy flight still time site app cant check thanks,1,0
southwestair destinationdragons id favorite band met bestfriends thanks would life changing see,1,1
southwestair long delayed boarding get free drink gettingthirsty,0,0
southwestair wasnt hour frustrated hang,0,0
southwestair yes pleasemy son life nj,1,1
usairways pride service concern wife everyone else flight dont care,0,0
americanair received email requesting call re keep getting kicked phone system help,0,0
usairways u feb kim say leaving minute paperwork done wheel hour late flightr,0,0
southwestair could please tell way add rr flight already took place,1,1
usairways flt rsw could extended courtsey waiting min u gate closed r face ur fired,0,0
united im desperately trying understand girlfriend treated cancelled flightleddelayed flight unacceptable ord,0,0
americanair id happy hold phone phone system allowing simply hang,0,0
jetblue little time thatlol well actually lot day im excited,2,0
americanair say web site u fly directly ord dub try book say stopped,0,0
please dont rt jetblue fleet fleek,1,1
usairways going planned understatement flight changed werent family emergency id cancelled flight,0,0
americanair got paying extra sit way back awesome never,0,0
usairways whole handling jokeboston logan one little old ladyone handling customer,0,0
americanair also problem calling u airline send automatic call email rebook courtesy,0,0
jetblue get email thought wasnt supposed reply,1,0
usairways call hung,0,0
americanair cant keep dialing guy day get callback queue,0,0
usairways doesnt take account cost rent car drive home,1,0
americanair thanks forcing check carry luggage exactly spent extra money travel size toiletry,2,0
americanair yes however seat assign u day never together want sit husband impossible,0,0
americanair ive hold half hour thanks cancelled flighting flight notifying,0,0
jetblue min line stood drop bag,0,0
usairways mean pm id vega id allowed original flight,0,1
united thanks letting sleep dia ensure ruin much vacation possible wait fuck unitedairlinessucks,0,0
united thanks mean minute make international connection hkg,1,1
jetblue ridiculous hour coming waiting deplane newborn board,0,0
americanair told pm bag would house pm well theyre continue lied,0,0
usairways get,0,1
united huge kudos fo sunday flt sjoiad handed daughter first pair wing keeping tradition alive,2,2
southwestair never choose usairways getmeoffthisbird,0,0
united earth could close united club atlanta major fail airport size,0,0
americanair cost dollar flight cancelled flightled couldnt even give food comp fly jetblue delta take,0,0
southwestair finally boarded look like ill make final destination baggage wont baggagefail bagsflyfreebutnotwithme,0,0
virginamerica get help support ticket day incident thank,0,2
usairways thanks incurred u approximately dollar fee due staff member screw neveragain,0,0
usairways thanks betty working gate ilm lovely gate agent clt helping get home phx tonight instead tomorrow,2,2
americanair gotta worse delta w time departure rushed back terminal c flight havent strtd boarding,0,0
americanair origindestinationdates going u airway connecting flight aa direct flight award saver level,1,1
usairways suck philadelphia let u plane phl,0,0
usairways admiral club clt rude ignorant front desk staffamericanair fallen farthanks doug parker,0,0
southwestair told customer service customer relation extend expiration date unused travel fund,0,0
usairways follow experience,0,0
usairways happy note crew wonderful cant say enough great thing pilot he u,2,2
jetblue another awesome telephone experience jetblue thank cory greatcustomerservice,2,2
united lax sunrise ual laxjfk,1,0
united held flight group nearly people,0,0
americanair worst airline cancelled flight flight dont even let u know even though traveling child,0,0
united c think mile repair damage done interesting travel united exp worst flight ever,0,0
southwestair invite fallow helacohlc learn activitiesprevention program health condomrito familywe r c,1,1
jetblue request nothing rescheduling customer service bad attitude today badservice,0,0
united yes file claim soon carousel stopped without bag got email found sched delivery,0,0
jetblue thanks replyingi feel little better well see go,2,2
americanair im trying call book reward ticket one world partner automated system wont let talk great job,0,0
virginamerica poor experience first computer problem seat malfunction stuck missing meeting san diego,0,0
united sandra ur international checkin counter rude offensive commented didnt care complained cuz yr,0,0
united eventually approach bag like alaskaair get,0,0
thanks united imranr question wait time baggage ua,1,2
jetblue received horrible customer service lax reservation cancelled flighted without notification despite confirmation number,0,0
jetblue bother contacting already checked flight,0,0
usairways garbage trying book reward flight got cancelled flighted still cant get anyone phone unacceptable,0,0
usairways werent able without reflight booking problem recharging amount plus fee help phone spoke agent amp jeanine,0,0
united hire extra customer service rep minute wait time ask one question would rather fly another airline thanks,0,0
southwestair im going need answer phone hold hour isnt okay,0,0
united despicable spoke many diff people amp everyone telling something different claim need bag,0,0
virginamerica website im trying check,0,0
southwestair contact missing rapid reward credit,1,0
usairways link broken online baggage locator already tried gave useful information,0,0
americanair serious thread maybe guy reread fail,0,0
united sato rebooked upset travel office fix couldnt,0,0
jetblue huge fan great brand people great thing guy rock happy share love,2,2
united flight went great improved view airline cheer flight attendents ua deserve raise,2,2
virginamerica luggage severely dentedmissing wheel coming baggage claim san luggage agent miranda think wasnt help,0,0
united wow deal plus seat available easy change make customer happy,2,0
jetblue mechanical failure isnt boston fault,0,0
united cheap couldnt afford run ac ua took pressure cooker new level cheap worstairline,0,0
southwestair one obtain companion pas,1,1
americanair leave u stranded send baggage important medication different city daysampapologise voucher appalling,0,0
united charged one way baggagefind others leaving pittsburgh equipment werent charged hung,0,0
southwestair sent email customer relation calling tomorrow,1,0
jetblue afterall indeed lovesongfriday cheesy sweresomuchfun brandloveaffair,1,1
southwestair loyal southwest beginning unhappy devaluation,0,0
united please moved seat lost upgrade seat l ticket hand l,0,0
jetblue think ill come take nap terminal,0,1
southwestair second time row havent received text update flight time change dont offer wont use,0,0
usairways thanks overflight booking problem first class automatically downgrading upgrade min boarding ffstatusdontmatter thenewaa,0,2
usairways letting u go runway mechanical problem wewantcomps,0,0
usairways fabulous thank much looking forward taking sky,2,2
virginamerica dont understand need dm give answer damaged luggage policy,0,0
united send confirmation number get home safe sound pay expensive service,0,0
americanair half hour late flight leaving dfwno attempt explanation,0,0
united could tell bag would accepted personal item bring one carryon bag plus,1,0
usairways informed three hour delay pick phone get another flight,0,0
americanair go aa plane ready going find crew run time like last night shortstaffed,0,0
usairways phone hour waiting without answer,0,0
southwestair hear bad thing flying last weekend flight crew awesome thank,2,2
americanair flight dallas sfo cancelled flighted cant get anything else tomorrow wont put,0,0
southwestair alist program complete joke company value loyal customerstime look another goto airliner,0,0
southwestair please start offering service triflight ashevilleair airport drive hr use u,0,1
usairways americanair bring guinea pig small pet carrier onboard flight,2,0
usairways looking help recover item left airplane evening,1,0
usairways going make wait phone long time least turn ad eating away soul,0,0
united hr since flight landed zero info missing bag rough eta would hugely helpful restore confidence,0,0
usairways nd february row stranded u try return cancun contact info way rebook badcustomerservice,0,0
usairways fault flight delayed begin shouldnt check bag there bunch space,0,0
hey united flight iah po leave late flight one back iah early rather get po earlier,0,0
southwestair always fly sw loyalrrmember,2,2
usairways update flightits three hour delayed thank,0,0
americanair changing dest city award reservation party fee pax first rest,1,0
americanair rtw planner spec circle pacific let even plan demo route website,0,0
united like clockwork friday afternoon flight la den running late flight seem happen consistently keepit,0,0
usairways cancelled flight flight ny time make decided sampgs theyll cancelled flight return flight thanks,0,0
americanair jameswester see james dedicated inbound phone line telephone eat billion profit,0,0
united first officer ua checking prior departure ewr yesterday cell safety,1,0
united traveling fra thru iad mco tomorrow concerned abt iad weather cant change advisory issued advice,1,1
southwestair stepup makeitright best money hungry wewillsee,1,0
usairways still cant get real person phone book flight ready go jetblue since care usairwayssucks,0,0
united said would give u refund day late flightr refund,0,0
americanair computer system cant leave without flight plan eta american air,0,0
southwestair got next time know paying extra make line,1,0
usairways americanair someone please tell talk getittogether findurgrip,0,0
usairways well miss gate agent rebooked boarding pas waiting landed time lunch amp beverage easy cheesy,2,0
united airline biggest joke operation world,0,0
americanair money change flight dont answer phone suggestion make commitment,0,0
southwestair able change flight without fee oh two free checked bag best airline ever,2,0
americanair u r horriblewent online cancelled flight flightno buttonthatcalled c ampwait time minsampput calledampit hungupnohelp,1,0
usairways charlotte staff need prayerdisappointed response mishap lotttttttt pissed people,0,0
virginamerica interesting flying cancelled flight next four flight plannedneverflyvirginforbusiness,0,0
americanair told minute wait time waiting hour hour gone ridiculous,0,0
jetblue sadly app also experiencing difficulty flight information board keeping updated,0,0
jetblue ridiculous got home supposed land hour ago bc hella tired,0,0
southwestair ive hold hour type ridiculous need link chart route time,0,0
usairways uh yeah flight boarded amp hr late flightr still sit update dca,0,0
united yes trying upgrade seat available spot,0,0
americanair saga continues,1,1
southwestair incredibly frustrating emailed still havent received response,0,0
united news,1,1
united hi bought flight united ebokeers paris miami chance check everything ok,1,1
southwestair woohoo made day looked couldnt find thank,2,2
usairways minute mean public transit home expensive cab promise doesnt make,0,0
virginamerica dreaming really open route dallas austin mean houston might next,2,1
jetblue case making jackass allowed favor sayget right care lessme vacation true seeampeter scott,0,0
usairways clt departure delayed hoping make connection lengthy take delay endless taxiing clt,0,0
united maybe dont play video flight outfitted w wifi flight wifi isnt working,0,0
southwestair u cancelled flight flight phx bc sdf weather flight ne sdf still going wtf,0,0
jetblue nonprofit arc would love ticket rely airline extraction saving abducted child returning home,1,1
southwestair needed refund cancelled flightled flight morning hold hour x,0,0
americanair lpalumbo weather sun,0,1
jetblue guessing call someone,0,0
americanair disgusting chicken entree ive ever seen standard seriously nosedived newamerican,0,0
jetblue markiepost id like see markie,1,1
jetblue crew one helping,0,2
united come airline flight last year make check carryon even gate checkbaggage claim,0,0
usairways today flight philadelphia little disappointing unnecessary delay even snowing fl,0,0
southwestair michaelbcoleman thanks making new direct flight san francisco,2,2
usairways americanair major issue getting boston crew exceptional let see thing roll philly,2,0
united long take get response customer service complaint done email,0,0
united yes,0,1
americanair follow back dm guy,1,1
usairways dont time taking amtrak home call partial refund,0,0
americanair thats ok thanks letting know appreciate response,2,2
usairways usairways unacceptable holdtime really,0,0
united follow order dmcome,0,1
usairways changed flight time trip bumped delta amp great experience never flying u air never,0,0
jetblue fleet fleek wtf,1,1
jetblue make two u lol blushing,2,1
americanair thank quick response aa usually fantastic customer service thats shocked wasnt,2,2
southwestair stop ur b promos anywhere starting click everywhere id fly place thats cle nothanks,0,0
